EmployeeNumber,TotalWorkingYears,PercentSalaryHike,NumCompaniesWorked,YearsAtCompany,MonthlyRate,HireDate,WorkLifeBalance,StandardHours,EmployeeCount,EducationField,BusinessTravel,OverTime,DistanceFromHome,HourlyRate,YearsInCurrentRole,PerformanceRating,DailyRate,Attrition,Gender,Over18,JobInvolvement,TrainingTimesLastYear,YearsSinceLastPromotion,ManagerComments,JobLevel,StockOptionLevel,Age,JobSatisfaction,Department,MonthlyIncome,EnvironmentSatisfaction,MaritalStatus,RelationshipSatisfaction,YearsWithCurrManager,Education,JobRole
907,2,20,3,0,3634,12/02/05,4,80,1,Life Sciences,Travel Frequently,No,1,62,0,3,707,No,MALE,Y,3,2,0,Exceeded expectations,4,0,24,3,SALES,13543,4,MARRIED,4,0,2,Sales Executive
908,26,21,0,7,16059,30/08/21,4,80,1,Medical,Travel Rarely,NO,9,32,0,3,491,NO,Female,Y,4,1,0,Remote worker,5,1,43,2,Research&Development,18960,3,Married,4,2,3,Research Scientist
909,0,21,4,0,6814,06/06/23,4,80,1,Life Sciences,Rarely,YES,8,31,0,3,1069,no,f,Y,4,6,0,Transferred from other dept,1,1,42,3,Research&Development,nan,3,Married,3,0,3,Manufacturing Director
910,15,19,1,5,19551,01/03/13,2,80,1,Life Sciences,travel_rarely,no,29,33,0,4,1466,0,MALE,Y,3,3,1,Good performer,1,0,56,,Research and Development,7643,3,married,2,0,4,Laboratory Technician
911,,13,5,0,6076,17/03/22,4,80,1,Life Sciences,Rarely,No,29,45,0,3,1299,Yes,Male,Y,4,1,0,High potential,1,1,34.0 years,4,Sale,7225,2,SINGLE,3,0,5,Sales Executive
912,1,23,2,1,10390,03/07/14,3,80,1,Life Sciences,Travel_Rarely,N,9,83,0,3,151,no,FEMALE,Y,3,2,0,Average,2,3,38,2,Sales,7296,3,married,4,1,4,Sales Executive
913,0,12,3,0,25342,20/11/16,3,80,1,Medical,Travel Rarely,no,2,62,0,3,588,NO,male,Y,2,2,0,Excellent team player,1,0,39.0 years,2,research & development,4245,4,Single,1,0,5,Research Director
914,4,14,3,4,7442,10-22-2013,4,80,1,Medical,travel_rarely,NO,12,38,0,3,104,N,f,Y,4,3,3,Remote worker,1,1,51,3,Research and Development,3479,1,MARRIED,4,1,2,Healthcare Representative
915,4,14,3,4,24744,21/11/19,3,80,1,Life Sciences,Rarely,No,1,86,2,3,731,FALSE,FEMALE,Y,2,2,0,Recently promoted,1,0,36,,research & development,$4055.0,3,S,4,2,2,Manufacturing Director
916,2,13,0,0,25083,30/11/19,2,80,1,Life Sciences,travel_rarely,YES,12,69,0,3,1332,yes,MALE,Y,4,2,0,Flight risk,3,1,39,2,Research and Development,9151,4,S,1,0,3,Healthcare Representative
917,2,12,3,2,5505,06/10/09,3,80,1,Medical,Travel_Rarely,no,19,81,0,3,316,NO,m,Y,3,4,2,Average,3,0,42,4,,11643,,MARRIED,3,2,4,Sales Executive
918,5,15,0,5,19186,20/03/23,2,80,1,Medical,Travel_Rarely,Yes,3,45,5,3,635,yes,Female,Y,3,2,1,Exceeded expectations,2,1,38,1,Research&Development,5815,3,M,2,5,5,Laboratory Technician
919,,14,2,5,26011,03-25-2016,3,80,1,Human Resources,Travel Rarely,N,7,37,0,3,1465,No,m,Y,4,0,0,,2,1,32,3,Research&Development,8905,,DIVORCED,2,1,4,Laboratory Technician
920,5,15,1,2,2502,01-24-2013,3,80,1,Medical,travel_rarely,No,4,89,2,3,837,NO,MALE,Y,3,1,2,Key talent,4,0,nan,2,research & development,14942,3,married,3,2,2,Laboratory Technician
921,20,23,0,15,14756,18/06/10,3,80,1,Medical,Rarely,N,4,65,1,3,829,NO,M,Y,4,2,0,Needs improvement,5,2,46,1,research & development,14508,4,married,2,3,5,Laboratory Technician
922,9,22,0,1,16262,14/05/20,2,80,1,Medical,Rarely,Yes,2,32,1,3,1334,N,Male,Y,3,1,0,New hire,1,1,27,1,Research & Development,7324,2,Divorced,4,1,3,Laboratory Technician
923,0,22,3,0,24209,03-19-2018,1,80,1,Technical Degree,Frequently,Yes,11,44,0,3,1149,FALSE,FEMALE,Y,4,2,0,Meets expectations,1,0,38,4,Research&Development,nan,4,married,4,0,1,Research Director
924,7,18,2,6,18141,06/08/19,3,80,1,Marketing,Travel Rarely,No,22,52,0,4,1375,NO,M,Y,3,3,0,Flight risk,2,3,30,4,Research & Development,nan,1,single,4,2,3,Healthcare Representative
925,14,21,2,1,12605,25/11/11,3,80,1,Life Sciences,Travel_Rarely,No,22,32,1,3,102,No,Female,Y,3,3,1,Remote worker,1,0,nan,4,research & development,3862,2,Married,3,1,1,Laboratory Technician
926,0,12,4,0,9939,06/10/12,3,80,1,Life Sciences,Rarely,N,1,59,0,4,1125,NO,male,Y,4,3,0,Average,2,1,23,3,Research and Development,8933,3,Divorsed,1,0,3,Manufacturing Director
927,5,19,4,5,24416,01-26-2019,4,80,1,Life Sciences,Travel Frequently,YES,16,74,5,3,1125,YES,m,Y,3,3,0,High potential,2,0,31,4,Research&Development,9689,3,MARRIED,3,0,3,Research Scientist
928,6,20,,5,25790,05/06/21,3,80,1,Medical,Travel Rarely,No,10 km,46,5,3,249,1,Female,Y,4,4,5,Average,2,1,40,2,Research and Development,7852,4,single,4,2,3,Research Scientist
929,30,11,2,0,6719,05/04/23,4,80,1,Marketing,Travel Rarely,yes,2,87,0,3,103,FALSE,Female,Y,4,2,0,,1,0,51,4,Sales,8002,2,single,3,0,3,Sales Executive
930,6,18,2,4,9748,28/12/18,2,80,1,Medical,Travel Frequently,No,1,87,1,4,567,No,MALE,Y,3,2,1,Needs improvement,2,0,36,3,Research & Development,8066,4,single,3,0,4,Laboratory Technician
931,13,22,2,4,4870,05-29-2008,2,80,1,Life Sciences,Travel Rarely,N,2,86,3,3,169,0,M,Y,4,1,3,Transferred from other dept,5,0,32,4,R&D,$18711.0,1,Married,3,1,3,Research Scientist
932,3,15,1,3,6758,01/12/17,2,80,1,Medical,Travel Rarely,Yes,19,36,2,3,300,no,Male,Y,3,5,3,High potential,1,1,53,2,Saless,5439,,MARRIED,2,0,3,Sales Representative
933,15,12,0,8,15038,06-14-2019,1,80,1,Marketing,Travel_Rarely,NO,8 km,68,8,3,407,FALSE,m,Y,1,3,0,Exceeded expectations,3,1,23,4,Saless,11878,3,Single,1,0,4,Sales Executive
934,3,18,1,1,7968,02/07/16,4,80,1,Life Sciences,Travel_Frequently,N,10,87,0,3,1375,no,Female,Y,3,1,1,Average,1,1,18.0 years,3,Research & Development,$2493.0,2,D,2,1,4,Laboratory Technician
935,5,15,3,5,13659,19/04/09,4,80,1,Medical,Rarely,No,2,85,1,3,1410,Yes,Male,Y,4,2,0,Good performer,1,2,nan,1,Research and Development,$5556.0,4,married,3,1,2,Research Scientist
936,6,20,,6,19482,03-17-2007,4,80,1,Medical,travel_rarely,No,10,44,3,3,1021,0,MALE,Y,1,3,0,Remote worker,2,3,32,3,Research&Development,6897,4,M,2,3,3,Research Scientist
937,,24,0,6,21553,20/02/14,3,80,1,Technical Degree,Travel_Rarely,No,1,73,0,3,391,no,Male,Y,4,0,1,Flight risk,1,1,27,2,Research & Development,3730,4,DIVORCED,3,0,2,Healthcare Representative
938,0,20,2,0,18766,12-13-2014,3,80,1,Technical Degree,travel_rarely,No,3,41,0,3,1277,0,F,Y,3,3,0,Good performer,1,1,43,1,R&D,7616,2,single,3,0,1,Laboratory Technician
939,2,23,0,2,9790,24/04/18,4,80,1,Medical,Frequently,NO,7,37,0,3,1023,NO,FEMALE,Y,2,5,0,Remote worker,1,0,39.0 years,3,Sale,4679,4,M,3,2,3,Manager
940,12,24,0,2,22324,07/05/08,3,80,1,Medical,Non-Travel,N,1,70,1,3,1256,NO,male,Y,3,1,0,On PIP,2,2,31,2,Saless,6495,3,M,1,2,4,Manager
941,8,13,3,6,11585,31/10/07,4,80,1,Technical Degree,Travel_Rarely,Y,13,63,3,3,982,FALSE,female,Y,2,2,0,Average,3,2,25,2,research & development,10461,4,D,4,0,2,Laboratory Technician
942,2,17,2,2,25836,09/02/15,2,80,1,Medical,Rarely,No,2,75,0,3,685,NO,MALE,Y,3,0,0,Average,1,0,44,3,Research and Development,3049,3,divorced,3,2,4,Research Scientist
943,3,14,1,2,24836,02-17-2006,3,80,1,Life Sciences,Frequently,N,8,58,0,4,1397,YES,M,Y,4,1,0,Top performer,3,1,42,2,R&D,$13150.0,,single,4,2,4,Healthcare Representative
944,4,21,6,4,6271,06/12/16,4,80,1,Marketing,travel_rarely,yes,4,45,4,3,608,FALSE,FEMALE,Y,2,3,4,,1,3,36,2,Research&Development,3956,4,divorced,3,1,4,Research Director
945,5,21,4,5,6323,04-21-2019,4,80,1,Life Sciences,travel_rarely,No,7,34,5,3,1476,FALSE,FEMALE,Y,3,0,0,Recently promoted,2,0,53,1,research & development,8793,4,single,1,2,2,Laboratory Technician
946,17,20,2,0,4038,23/12/12,4,80,1,,Rarely,N,1,34,0,3,104,FALSE,FEMALE,Y,3,2,0,Key talent,2,0,27,1,Sale,$10034.0,4,Divorced,1,0,4,Sales Representative
947,0,22,2,0,17977,30/11/13,3,80,1,Technical Degree,Travel_Rarely,Y,1,59,0,3,392,NO,MALE,Y,4,3,0,Key talent,3,0,23,4,Research & Development,10249,4,D,4,0,3,Manufacturing Director
948,22,16,2,0,7461,01/03/07,4,80,1,Medical,Travel Rarely,N,19,79,0,3,459,Yes,Male,Y,3,5,0,Good performer,5,0,30,4,,$17798.0,4,Single,3,0,3,Sales Executive
949,5,20,3,3,10063,08/10/16,2,80,1,Life Sciences,travel_rarely,N,2,34,0,3,313,0,f,Y,2,3,2,,4,0,36,4,Sale,12454,1,MARRIED,2,1,1,Sales Representative
950,,18,2,2,20369,20/04/10,2,80,1,Life Sciences,Rarely,Yes,13,42,0,3,1138,0,male,Y,4,1,2,Key talent,1,0,39,2,SALES,8668,,S,3,2,1,Sales Representative
951,7,11,0,0,3262,10/06/19,3,80,1,Life Sciences,Travel_Rarely,NO,29,78,0,3,1396,NO,M,Y,3,2,0,Excellent team player,4,0,34,4,research & development,15404,3,married,1,0,4,Manufacturing Director
952,10,12,6,10,7731,07-14-2015,4,80,1,Life Sciences,Travel_Rarely,No,1,79,4,3,662,no,Male,Y,3,3,3,Exceeded expectations,1,2,40,3,Research and Development,4711,,married,3,3,3,Research Scientist
953,0,24,1,0,23500,17/07/05,2,80,1,Life Sciences,travel_frequently,Y,2,43,0,3,864,Yes,female,Y,2,1,0,Top performer,5,0,nan,1,Research and Development,nan,4,married,2,0,2,Research Scientist
954,12,23,4,0,11903,03/02/20,3,80,1,Marketing,travel_frequently,YES,8,75,0,4,144,no,m,Y,4,2,0,Remote worker,1,0,49,4,Research & Development,4829,4,Divorced,4,0,2,Research Scientist
955,14,18,5,6,2349,13/06/12,3,80,1,Life Sciences,Travel Rarely,no,26,63,2,3,802,0,MALE,Y,3,6,6,,2,0,36,4,R&D,7490,4,married,2,6,3,Research Scientist
956,1,17,0,1,2440,23/09/14,3,80,1,Medical,travel_rarely,No,19,76,0,4,733,NO,f,Y,4,0,1,Transferred from other dept,1,0,47.0 years,4,Research and Development,$7929.0,3,M,4,0,1,Healthcare Representative
957,1,20,,1,21192,05-18-2005,2,80,1,Life Sciences,Travel Frequently,No,5,89,0,3,1310,NO,male,Y,2,2,1,Meets expectations,1,3,40,2,research & development,3161,3,Divorsed,3,1,4,Research Scientist
958,2,19,,2,15899,09/01/12,1,80,1,Other,Frequently,No,12 km,40,0,3,760,N,male,Y,3,4,0,Good performer,3,2,41,3,research & development,11202,,D,1,2,1,Research Scientist
959,15,12,1,1,20946,01/04/23,4,80,1,Life Sciences,travel_rarely,Yes,1 km,79,1,3,1293,Y,Male,Y,2,1,1,,4,1,42,1,SALES,13972,2,SINGLE,4,1,2,Sales Executive
960,3,18,1,0,5152,10/10/05,3,80,1,Life Sciences,Travel Rarely,no,29,33,0,3,820,NO,Male,Y,3,0,0,,2,1,41,2,research & development,7823,4,D,4,0,3,Laboratory Technician
961,15,16,2,6,26863,07/03/06,4,80,1,Life Sciences,travel_rarely,yes,26,70,4,3,693,no,M,Y,4,1,1,,3,1,42,4,Research&Development,10837,4,single,2,0,3,Laboratory Technician
962,7,11,3,4,12247,02/06/18,3,80,1,Medical,Rarely,YES,1 km,88,0,3,345,No,MALE,Y,2,3,0,New hire,3,0,48,2,Research & Development,10825,3,D,3,0,3,Research Scientist
963,14,14,2,14,20717,09/03/09,1,80,1,Medical,Rarely,NO,2,89,3,3,956,no,f,Y,2,6,2,Top performer,1,0,38,2,Human Resourses,6309,4,S,4,1,3,Human Resources
964,8,24,1,6,11614,08-31-2020,2,80,1,Medical,Travel Rarely,N,1,91,2,3,651,no,MALE,Y,3,3,0,On PIP,1,0,43,1,Research & Development,5913,,Single,4,1,5,Research Scientist
965,,12,0,4,18457,06/03/21,1,80,1,Medical,Travel_Rarely,N,2,54,4,3,142,1,f,Y,1,1,2,Top performer,1,3,36.0 years,3,Research and Development,5628,,M,4,1,3,Laboratory Technician
966,24,17,4,23,25928,25/06/08,1,80,1,Life Sciences,Rarely,N,13,62,4,3,940,no,MALE,Y,3,2,4,Meets expectations,2,0,49,4,Research and Development,3449,2,MARRIED,4,2,1,Research Scientist
967,12,19,2,2,8949,17/07/16,2,80,1,Medical,Rarely,yes,3,48,2,4,278,yes,male,Y,3,3,1,Flight risk,1,1,30,3,SALES,5449,4,M,2,0,3,Manager
968,6,16,1,0,4205,03/12/11,3,80,1,Medical,None,no,1,86,0,4,634,0,male,Y,4,3,0,High potential,1,0,53,2,Sales,$2516.0,1,Single,4,0,4,Sales Executive
969,10,14,0,1,19855,14/09/18,4,80,1,Life Sciences,Rarely,no,3,44,0,3,706,0,MALE,Y,1,3,0,Transferred from other dept,1,0,36,3,research & development,$5969.0,3,Married,2,0,3,Research Scientist
970,9,15,1,1,21865,10/04/15,4,80,1,Life Sciences,Travel_Rarely,No,29,70,1,3,771,FALSE,F,Y,4,3,1,Average,1,1,24,3,Research&Development,7211,2,D,1,1,1,Manufacturing Director
971,4,21,1,3,25922,28/02/19,4,80,1,Life Sciences,Frequently,No,7,98,0,3,1367,0,male,Y,3,6,1,Transferred from other dept,4,0,38,4,Research & Development,12610,4,M,4,0,4,Research Scientist
972,5,11,0,0,21564,11/08/21,3,80,1,Life Sciences,Travel_Rarely,no,4,89,0,3,1026,0,M,Y,2,2,0,Needs improvement,1,3,30,3,Research&Development,4607,2,Single,2,0,3,Manufacturing Director
973,3,23,4,1,15133,09/11/07,1,80,1,Medical,travel_rarely,NO,1,51,0,4,116,TRUE,female,Y,2,2,1,Excellent team player,2,0,nan,2,Sale,7100,3,married,3,1,3,Sales Executive
974,40,14,3,1,20114,02/09/04,3,80,1,Life Sciences,Travel_Rarely,N,29,72,1,3,1235,1,Female,Y,4,4,0,Meets expectations,2,0,31,2,Sale,9853,3,S,3,0,1,Sales Representative
975,8,23,2,0,2035,11/11/08,2,80,1,Life Sciences,Travel Rarely,YES,13,61,0,3,925,FALSE,Female,Y,3,2,0,New hire,2,1,32,4,Human Resources,8142,4,Divorced,4,0,2,Human Resources
976,,20,4,0,19404,04/06/09,4,80,1,Life Sciences,travel_rarely,YES,2,42,0,3,646,No,MALE,Y,3,2,0,Excellent team player,1,2,19,,R&D,7592,3,Divorsed,3,0,3,Research Director
977,7,13,3,0,7534,17/12/06,2,80,1,Human Resources,Travel_Rarely,no,1,67,0,4,1153,N,f,Y,1,3,0,Flight risk,1,0,32,4,Research&Development,nan,4,M,3,0,2,Research Scientist
978,0,19,3,0,25545,04/09/05,2,80,1,Technical Degree,Travel_Rarely,no,1,55,0,3,1315,N,Male,Y,2,2,0,,1,1,18,2,Research and Development,26815,3,Married,1,0,3,Research Scientist
979,3,16,0,1,10009,02/07/19,1,80,1,Life Sciences,Travel_Frequently,N,1,34,0,4,536,No,male,Y,3,2,0,New hire,2,2,22,4,Saless,8102,2,divorced,2,1,3,Sales Executive
980,5,14,1,5,12952,03/11/12,4,80,1,Life Sciences,Non-Travel,NO,6,78,2,3,278,No,male,Y,3,5,1,Exceeded expectations,1,0,43.0 years,1,Sale,6226,3,MARRIED,4,1,2,Manager
981,7,13,4,0,21501,06/10/17,4,80,1,Life Sciences,Travel_Rarely,NO,21,34,0,3,715,yes,Male,Y,4,1,0,Exceeded expectations,2,3,44,,research & development,5393,3,D,3,0,5,Healthcare Representative
982,37,22,1,10,4535,19/02/21,3,80,1,Medical,Travel_Rarely,YES,5,77,4,3,776,No,Male,Y,4,2,0,,3,0,40.0 years,3,Research & Development,11128,3,M,2,2,4,Research Scientist
983,40,23,0,4,23098,07/06/10,3,80,1,Life Sciences,Travel Rarely,NO,14,47,3,3,733,Y,m,Y,3,0,4,Top performer,2,0,28,3,R&D,7894,4,DIVORCED,3,2,4,Research Scientist
984,1,14,0,1,26721,02/05/15,1,80,1,Medical,Travel Rarely,Yes,4,35,0,4,1257,NO,Female,Y,2,4,0,Top performer,2,1,36,3,Research and Development,9088,3,MARRIED,2,1,1,Laboratory Technician
985,7,18,2,3,6963,11/06/23,2,80,1,Medical,Travel Frequently,no,9,95,0,3,901,NO,MALE,Y,4,2,0,Good performer,2,0,36,,Saless,7718,1,M,3,0,1,Sales Executive
986,16,22,1,2,14707,06-26-2009,3,80,1,Technical Degree,Travel_Frequently,No,10,71,0,3,411,TRUE,m,Y,3,4,0,On PIP,3,1,26,2,R&D,9441,2,divorced,1,0,3,Research Scientist
987,2,15,0,0,24475,01/03/11,3,80,1,Life Sciences,travel_rarely,no,1,81,0,3,124,NO,Male,Y,4,1,0,High potential,1,1,50,4,SALES,5011,4,M,2,0,2,Sales Executive
988,13,23,1,7,14860,25/07/13,3,80,1,Marketing,Travel Rarely,No,3,40,7,3,470,no,female,Y,4,2,0,New hire,3,0,44,3,research & development,9375,4,MARRIED,3,7,5,Laboratory Technician
989,21,21,2,13,16247,01-16-2005,3,80,1,Marketing,Rarely,Y,8 km,55,7,3,624,N,Male,Y,3,3,1,Remote worker,3,3,35.0 years,4,Sale,8112,2,Single,4,4,2,Manager
990,10,11,1,10,19410,02/02/23,4,80,1,Life Sciences,Frequently,YES,1,50,0,3,1442,1,MALE,Y,3,2,1,Remote worker,2,1,37,3,Research & Development,9090,1,married,3,0,3,Research Director
991,3,15,3,3,22049,02/02/12,3,80,1,Life Sciences,Travel_Rarely,no,3,95,3,3,329,0,FEMALE,Y,2,2,2,Good performer,1,1,38,4,Sales,5868,2,M,3,3,3,Sales Executive
992,25,18,2,2,19670,16/06/09,4,80,1,Life Sciences,travel_rarely,no,6,69,2,3,1225,NO,female,Y,3,3,0,Exceeded expectations,2,0,18,3,Research&Development,8700,4,S,2,0,3,Laboratory Technician
993,21,21,2,3,21230,19/05/13,3,80,1,Life Sciences,No Travel,no,29,85,0,3,477,no,m,Y,3,2,2,Meets expectations,1,0,34,2,R&D,6954,1,Single,3,3,2,Healthcare Representative
994,12,22,3,5,10512,02/12/05,4,80,1,Life Sciences,Non-Travel,No,5,80,1,3,987,FALSE,female,Y,3,5,0,Key talent,1,1,30,3,R&D,4002,3,Married,4,0,3,Research Scientist
995,4,14,2,4,26158,03/03/17,3,80,1,Medical,travel_rarely,NO,13,49,1,3,1326,NO,Female,Y,3,2,4,Transferred from other dept,1,2,27,3,Research and Development,2853,2,married,3,3,2,Manufacturing Director
996,15,24,2,2,15887,06/01/07,3,80,1,Medical,Rarely,no,4,86,2,3,1390,No,female,Y,4,3,2,On PIP,1,0,34,3,Research&Development,4894,4,married,2,2,4,Laboratory Technician
997,3,12,1,3,4293,17/02/22,3,80,1,Human Resources,Travel Rarely,N,12,34,1,3,561,FALSE,m,Y,2,4,1,Transferred from other dept,2,1,53,4,Research & Development,7478,1,S,4,3,1,Research Scientist
998,2,23,3,1,19996,23/11/16,2,80,1,Life Sciences,Travel_Rarely,N,7,43,1,3,464,No,F,Y,2,2,1,Recently promoted,3,1,42,3,H.R.,9736,2,M,3,1,4,Human Resources
999,7,13,2,3,18860,12/11/22,2,80,1,Other,Travel_Rarely,NO,17 km,53,1,3,203,no,male,Y,3,2,0,Recently promoted,1,0,31,4,research & development,4880,4,SINGLE,2,3,4,Research Scientist
1000,40,24,1,16,25810,04-19-2008,2,80,1,Life Sciences,travel_rarely,NO,4,97,0,3,1234,no,m,Y,3,2,3,Transferred from other dept,4,2,42,,Sales,nan,3,M,3,2,2,Sales Representative
1001,16,21,3,13,13356,11/08/12,3,80,1,Marketing,Travel_Rarely,NO,7,81,1,3,527,FALSE,M,Y,3,6,1,Flight risk,5,0,49,1,HR,14245,4,Single,2,3,4,Human Resources
1002,13,19,,5,12018,03-13-2021,2,80,1,Life Sciences,Travel_Rarely,Y,7,77,4,3,568,yes,m,Y,3,3,1,Flight risk,5,0,45,4,Research & Development,16338,,single,1,1,1,Research Scientist
1003,6,24,0,1,14820,22/01/10,3,80,1,Life Sciences,Travel Frequently,NO,4,76,1,3,1114,FALSE,m,Y,3,3,0,Recently promoted,3,0,37,4,Sale,$9295.0,3,S,4,0,5,Sales Executive
1004,3,17,0,1,17933,23/11/18,4,80,1,Technical Degree,Rarely,no,1,89,1,3,969,no,F,Y,1,2,1,Exceeded expectations,2,0,31,1,Research & Development,nan,2,married,3,1,3,Healthcare Representative
1005,19,13,3,0,3947,08/09/23,4,80,1,Life Sciences,Rarely,No,1,32,0,3,869,YES,male,Y,2,0,0,High potential,1,0,43,1,R&D,$4015.0,3,S,4,0,3,Laboratory Technician
1006,,15,1,6,21715,09/05/16,3,80,1,Medical,travel_frequently,Y,1,38,1,3,779,yes,M,Y,3,3,1,High potential,2,2,40,3,research & development,9667,1,Married,4,0,3,Laboratory Technician
1007,16,13,1,3,23644,04/09/07,2,80,1,Medical,Non Travel,No,16,53,1,3,904,yes,male,Y,2,5,0,Transferred from other dept,2,1,nan,1,SALES,10405,1,MARRIED,3,0,1,Sales Representative
1008,6,20,1,4,17310,07/02/20,2,80,1,Medical,Rarely,Y,2,33,0,3,985,no,m,Y,2,1,2,Remote worker,3,0,42,3,Research&Development,12019,2,MARRIED,4,0,5,Laboratory Technician
1009,14,14,1,3,24450,09/06/07,2,80,1,Medical,travel_rarely,no,1,38,3,3,660,No,female,Y,1,4,1,New hire,5,1,46,4,Research and Development,14673,3,married,4,3,1,Research Scientist
1010,20,22,5,3,18303,08-25-2015,3,80,1,,Travel Rarely,Yes,10 km,30,1,3,1373,N,MALE,Y,3,2,2,Flight risk,2,1,32,2,research & development,10257,,Divorced,3,1,3,Manufacturing Director
1011,4,18,1,4,17014,11/12/11,4,80,1,Life Sciences,travel_rarely,no,3,64,1,3,430,FALSE,M,Y,4,4,2,Remote worker,1,0,48,2,Sale,nan,3,Single,2,0,3,Sales Executive
1012,0,24,2,0,26031,06-25-2008,2,80,1,Medical,Frequently,no,5,41,0,3,686,No,M,Y,4,2,0,Average,1,0,38.0 years,4,research & development,5028,3,Married,4,0,5,Research Scientist
1013,2,13,0,0,23853,02/04/18,3,80,1,Technical Degree,Travel_Rarely,N,1 km,47,0,3,300,Yes,Male,Y,4,3,0,,1,0,55,1,sales,6984,1,S,1,0,2,Sales Representative
1014,24,13,2,8,19977,15/12/22,3,80,1,Life Sciences,Travel Rarely,no,25,39,4,4,553,No,m,Y,1,5,0,New hire,2,0,30,4,Sale,7172,2,SINGLE,2,3,3,Sales Executive
1015,11,21,2,2,11939,04/02/17,2,80,1,Life Sciences,Frequently,no,15 km,47,2,3,925,N,f,Y,4,3,2,Recently promoted,2,2,52,2,Saless,5200,1,Married,3,2,3,Sales Executive
1016,13,21,3,6,16465,14/07/16,4,80,1,Medical,No Travel,Y,15,53,4,3,210,N,female,Y,3,5,1,,3,1,38.0 years,3,sales,9859,1,M,4,1,4,Sales Executive
1017,3,18,3,3,12225,03/01/06,3,80,1,Medical,travel_rarely,NO,4,30,2,3,963,No,MALE,Y,4,2,2,,2,3,31.0 years,2,Sale,10593,1,Divorsed,4,0,1,Sales Executive
1018,,20,1,1,9704,12/11/17,4,80,1,Life Sciences,Rarely,Y,11,45,0,3,1007,yes,f,Y,4,6,1,Transferred from other dept,4,2,32,4,R&D,11763,2,married,3,1,2,Manufacturing Director
1019,10,23,0,0,24538,30/10/20,3,80,1,Life Sciences,Travel_Rarely,no,1,44,0,3,1332,No,FEMALE,Y,3,4,0,Key talent,2,0,34,3,Research&Development,7999,4,D,2,0,2,Laboratory Technician
1020,1,20,2,1,18640,25/03/21,1,80,1,Medical,Travel_Rarely,N,1,91,0,4,132,No,Female,Y,1,1,1,Transferred from other dept,3,2,40,4,Research&Development,11051,3,S,3,1,4,Laboratory Technician
1021,34,17,2,1,8512,03/08/04,3,80,1,Life Sciences,Travel_Frequently,yes,1,34,1,4,654,FALSE,M,Y,3,2,1,Meets expectations,1,0,41,3,R&D,4230,3,Single,4,0,2,Manufacturing Director
1022,4,17,6,4,4991,10-26-2010,1,80,1,Medical,Travel_Rarely,No,7,74,4,3,206,1,MALE,Y,3,5,3,Top performer,4,0,31,4,Research & Development,13334,4,single,2,4,3,Research Scientist
1023,3,20,3,0,19801,26/08/14,3,80,1,Marketing,Travel Rarely,NO,4,81,0,3,1388,0,m,Y,2,1,0,Exceeded expectations,3,1,36,3,Research and Development,11108,4,SINGLE,3,0,2,Research Scientist
1024,4,12,2,0,26144,06/12/08,4,80,1,Life Sciences,Rarely,No,5 km,36,0,3,325,Yes,F,Y,2,3,0,Top performer,1,0,56.0 years,4,research & development,4156,3,married,3,0,4,Laboratory Technician
1025,0,22,4,0,9965,01/02/12,4,80,1,Medical,Travel_Frequently,Yes,1,56,0,3,586,N,FEMALE,Y,3,3,0,High potential,1,0,52.0 years,2,human resources,2866,2,married,4,0,5,Human Resources
1026,,17,4,4,15730,14/03/13,3,80,1,Other,Non Travel,NO,4,42,4,3,278,Yes,MALE,Y,2,0,1,High potential,4,1,40.0 years,3,Research&Development,14322,4,single,3,3,3,Research Director
1027,2,20,1,2,22498,17/08/17,3,80,1,Medical,Travel_Rarely,No,10,46,2,3,1345,NO,male,Y,4,4,0,Transferred from other dept,1,2,37,3,SALES,6610,4,divorced,1,2,3,Sales Representative
1028,16,21,,4,10301,12/07/07,3,80,1,Technical Degree,Travel_Rarely,No,4,73,0,3,1493,Yes,F,Y,2,2,3,Exceeded expectations,2,0,38,1,Research & Development,9304,4,Divorced,4,4,2,Research Scientist
1029,5,20,2,5,20936,10/11/21,2,80,1,Medical,travel_rarely,no,10 km,42,1,3,736,No,FEMALE,Y,3,2,1,Good performer,1,0,42,,Research and Development,3785,3,S,1,5,1,Research Scientist
1030,6,13,3,0,11249,04/11/17,1,80,1,Marketing,Rarely,YES,2 km,34,0,3,887,YES,female,Y,2,3,0,,3,1,27,4,SALES,9123,3,SINGLE,3,0,2,Sales Executive
1031,10,24,0,4,23791,02/01/16,2,80,1,Life Sciences,Travel Rarely,Y,13,62,1,3,266,FALSE,f,Y,4,3,0,Top performer,3,1,34,3,Research&Development,10573,3,SINGLE,3,2,3,Research Scientist
1032,14,17,1,8,16155,05/05/04,3,80,1,Life Sciences,travel_rarely,yes,7,33,2,3,762,No,MALE,Y,3,4,3,High potential,2,0,21,2,Research&Development,10351,3,S,1,1,3,Research Scientist
1033,2,23,4,2,23117,05-28-2009,3,80,1,Life Sciences,travel_rarely,NO,1,55,2,3,399,No,male,Y,2,3,1,Recently promoted,2,3,40,2,research & development,$8968.0,3,SINGLE,1,2,5,Laboratory Technician
1034,33,14,3,7,18080,21/04/19,2,80,1,Life Sciences,Travel Rarely,Yes,2,97,0,3,134,Yes,female,Y,3,2,1,Transferred from other dept,5,1,42,2,R&D,18055,4,married,1,4,3,Healthcare Representative
